       -0.0009437670        0.0003306116
       -0.0001596531        0.0009512287
        0.0005300844        0.0016752883
        0.0015290740        0.0017202299
        0.0007748971        0.0023769013
       -0.0001075068        0.0019064084
       -0.0004675145        0.0028393577
       -0.0008017317        0.0037818539
       -0.0000813555        0.0030882703
        0.0004625696        0.0039274041
        0.0012011585        0.0032532479
        0.0019785905        0.0038822150
        0.0013946555        0.0030704146
        0.0014624824        0.0020727174
        0.0004625604        0.0020852136
        0.0001009355        0.0011528899
        0.0009516273        0.0016785547
        0.0007692918        0.0026617911
        0.0016019666        0.0032155535
        0.0021830834        0.0040293737
        0.0014829026        0.0047433393
        0.0013383614        0.0057328382
        0.0007324829        0.0065283954
       -0.0001098925        0.0059895041
       -0.0011064290        0.0060726613
       -0.0001084191        0.0061357192
        0.0006443562        0.0067939969
        0.0006945259        0.0077927376
        0.0013414660        0.0070301968
        0.0022913628        0.0073427608
        0.0027197139        0.0082463732
        0.0032302968        0.0073865446
        0.0040645615        0.0068351805
        0.0034991165        0.0060103944
        0.0042640932        0.0066544525
        0.0032681411        0.0067443390
        0.0022716707        0.0068282849
        0.0031122186        0.0062865475
        0.0040513591        0.0059430142
        0.0035899216        0.0050558414
        0.0031688238        0.0059628567
        0.0040268792        0.0064764139
        0.0050080416        0.0066695989
        0.0040227146        0.0064989214
        0.0040080055        0.0074988133
        0.0031948430        0.0080808500
        0.0022180732        0.0078665584
        0.0022347195        0.0068666970
        0.0029158958        0.0061345774
        0.0021892718        0.0068216129
        0.0022082811        0.0058217936
        0.0027207776        0.0066804829
        0.0034484199        0.0059945260
        0.0024647223        0.0058146949
        0.0016056546        0.0053028329
        0.0017714114        0.0062889996
        0.0011912236        0.0054745168
        0.0021634875        0.0057084036
        0.0016638048        0.0065746122
        0.0024931181        0.0071333962
        0.0034709928        0.0073425877
        0.0027043299        0.0079846376
        0.0031719877        0.0071007279
        0.0029169176        0.0080676505
        0.0022152948        0.0087801992
        0.0031788567        0.0090476851
        0.0027303894        0.0099414844
        0.0017702437        0.0102209844
        0.0010868292        0.0109510150
        0.0003972556        0.0102267993
        0.0004658144        0.0112244464
        0.0012344676        0.0105847805
        0.0004523861        0.0112079567
        0.0002116680        0.0102373616
        0.0005374685        0.0111828002
        0.0003899407        0.0121718582
        0.0013354378        0.0118462275
        0.0019947441        0.0125981020
        0.0016528768        0.0135378503
        0.0008383905        0.0141180331
        0.0000334956        0.0135246156
       -0.0009662577        0.0135468303
       -0.0001491225        0.0129703841
       -0.0004970372        0.0120328579
       -0.0014531810        0.0117399601
       -0.0008283926        0.0109591659
       -0.0013450668        0.0118153481
       -0.0010251932        0.0108678878
       -0.0014899697        0.0099824597
       -0.0011675440        0.0109290545
       -0.0002089057        0.0112136819
       -0.0006060753        0.0102959366
       -0.0003793382        0.0112698927
