     0.8800000D+02     0.1920000D+03
     0.1920000D+03     0.2160000D+03
     0.2160000D+03     0.6400000D+02
     0.6400000D+02     0.4000000D+02
     0.4000000D+02     0.2080000D+03
     0.2080000D+03     0.1680000D+03
     0.1680000D+03     0.8000000D+02
     0.8000000D+02     0.1040000D+03
     0.1040000D+03     0.1440000D+03
     0.1440000D+03     0.2320000D+03
     0.2320000D+03     0.1600000D+02
     0.1600000D+02     0.7200000D+02
     0.7200000D+02     0.1120000D+03
     0.1120000D+03     0.2000000D+03
     0.2000000D+03     0.2400000D+03
     0.2400000D+03     0.8000000D+01
     0.8000000D+01     0.4800000D+02
     0.4800000D+02     0.1360000D+03
     0.1360000D+03     0.1760000D+03
     0.1760000D+03     0.6800000D+02
     0.6800000D+02     0.2360000D+03
     0.2360000D+03     0.1960000D+03
     0.1960000D+03     0.1080000D+03
     0.1080000D+03     0.4000000D+01
     0.4000000D+01     0.1720000D+03
     0.1720000D+03     0.1320000D+03
     0.1320000D+03     0.4400000D+02
     0.4400000D+02     0.3600000D+02
     0.3600000D+02     0.7600000D+02
     0.7600000D+02     0.1640000D+03
     0.1640000D+03     0.2040000D+03
     0.2040000D+03     0.1000000D+03
     0.1000000D+03     0.1200000D+02
     0.1200000D+02     0.2280000D+03
     0.2280000D+03     0.1400000D+03
     0.1400000D+03     0.2000000D+02
     0.2000000D+02     0.2800000D+02
     0.2800000D+02     0.1480000D+03
     0.1480000D+03     0.1560000D+03
     0.1560000D+03     0.8400000D+02
     0.8400000D+02     0.9200000D+02
     0.9200000D+02     0.2120000D+03
     0.2120000D+03     0.2200000D+03
     0.2200000D+03     0.1160000D+03
     0.1160000D+03     0.1880000D+03
     0.1880000D+03     0.2440000D+03
     0.2440000D+03     0.6000000D+02
     0.6000000D+02     0.5200000D+02
     0.5200000D+02     0.2520000D+03
     0.2520000D+03     0.1800000D+03
     0.1800000D+03     0.1240000D+03
     0.1240000D+03     0.6000000D+02
     0.6000000D+02     0.1480000D+03
     0.1480000D+03     0.1880000D+03
     0.1880000D+03     0.2000000D+02
     0.2000000D+02     0.1240000D+03
     0.1240000D+03     0.2120000D+03
     0.2120000D+03     0.2520000D+03
     0.2520000D+03     0.8400000D+02
     0.8400000D+02     0.9200000D+02
     0.9200000D+02     0.5200000D+02
     0.5200000D+02     0.2200000D+03
     0.2200000D+03     0.1800000D+03
     0.1800000D+03     0.2800000D+02
     0.2800000D+02     0.1160000D+03
     0.1160000D+03     0.1560000D+03
     0.1560000D+03     0.2440000D+03
     0.2440000D+03     0.1080000D+03
     0.1080000D+03     0.1000000D+03
     0.1000000D+03     0.2360000D+03
     0.2360000D+03     0.2280000D+03
     0.2280000D+03     0.4400000D+02
     0.4400000D+02     0.3600000D+02
     0.3600000D+02     0.1720000D+03
     0.1720000D+03     0.1640000D+03
     0.1640000D+03     0.1200000D+02
     0.1200000D+02     0.1960000D+03
     0.1960000D+03     0.1400000D+03
     0.1400000D+03     0.6800000D+02
     0.6800000D+02     0.7600000D+02
     0.7600000D+02     0.1320000D+03
     0.1320000D+03     0.2040000D+03
     0.2040000D+03     0.4000000D+01
     0.4000000D+01     0.1020000D+03
     0.1020000D+03     0.1380000D+03
     0.1380000D+03     0.2300000D+03
     0.2300000D+03     0.1000000D+02
     0.1000000D+02     0.3800000D+02
     0.3800000D+02     0.2020000D+03
     0.2020000D+03     0.1660000D+03
     0.1660000D+03     0.7400000D+02
     0.7400000D+02     0.6000000D+01
     0.6000000D+01     0.4200000D+02
