   1     -1.363827
   2     -0.926872
   3     -0.273006
   4     -0.421481
   5     -0.139713
   6      0.182880
   7     -0.012305
   8      0.440117
   9     -0.206930
  10     -0.863123
  11      0.184776
  12     -0.707028
  13     -0.321918
  14     -0.126658
  15      0.030281
  16      1.041534
  17      0.002710
  18      0.728602
  19      1.909521
  20      0.512566
  21     -0.152943
  22      0.133724
  23      0.944404
  24      0.300723
  25     -0.126293
  26     -0.619340
  27     -0.083749
  28      0.530126
  29      0.406285
  30      0.254526
  31      0.397438
  32      0.640812
  33      0.328550
  34      0.150447
  35     -0.480999
  36      0.124735
  37     -2.000446
  38     -0.655899
  39     -0.803317
  40     -0.871710
  41      0.560325
  42      0.021900
  43      0.535999
  44     -0.466406
  45     -0.199586
  46     -0.692140
  47     -0.225989
  48      1.412703
  49      1.079960
  50     -0.272804
  51     -0.628806
  52     -0.494251
  53      0.166714
  54      0.194182
  55     -0.300757
  56     -0.676206
  57      0.237348
  58     -0.461367
  59     -0.809841
  60      0.515305
  61     -0.143228
  62     -0.154205
  63      0.066366
  64      0.088990
  65     -0.307145
  66      0.913957
  67      0.109278
  68      0.187157
  69      0.026449
  70      0.560514
  71     -0.593298
  72      0.082166
  73     -0.101875
  74      0.806059
  75     -0.133919
  76     -0.272137
  77     -0.636565
  78      0.807368
  79      0.043583
  80     -0.070217
  81     -0.732823
  82     -0.737521
  83     -0.019209
  84      0.563828
  85      0.791391
  86      0.307445
  87     -0.346044
  88     -0.454790
  89     -0.530688
  90     -0.800817
  91     -0.027086
  92      0.028744
  93     -0.699824
  94     -1.251115
  95     -0.431230
  96      0.074357
  97      1.141860
  98     -0.428027
  99      0.801993
 100     -0.666262
