     0.4874768D+00     0.7156072D-01
     0.7156072D-01     0.3953152D-02
     0.3953152D-02     0.8329125D+00
     0.8329125D+00     0.7652520D+00
     0.7652520D+00     0.5998290D+00
     0.5998290D+00     0.1317829D+00
     0.1317829D+00     0.8860305D+00
     0.8860305D+00     0.7324172D-01
     0.7324172D-01     0.3419497D+00
     0.3419497D+00     0.8687174D+00
     0.8687174D+00     0.4213115D+00
     0.4213115D+00     0.2231714D+00
     0.2231714D+00     0.4006838D+00
     0.4006838D+00     0.6591836D+00
     0.6591836D+00     0.5281912D+00
     0.5281912D+00     0.8430076D+00
     0.8430076D+00     0.7134948D+00
     0.7134948D+00     0.5803131D+00
     0.5803131D+00     0.4728324D+00
     0.4728324D+00     0.5716212D+00
     0.5716212D+00     0.5280452D+00
     0.5280452D+00     0.9030226D+00
     0.9030226D+00     0.9126734D+00
     0.9126734D+00     0.9401915D+00
     0.9401915D+00     0.9791113D+00
     0.9791113D+00     0.5614427D+00
     0.5614427D+00     0.7437109D+00
     0.7437109D+00     0.6269300D+00
     0.6269300D+00     0.8178420D+00
     0.8178420D+00     0.3089995D+00
     0.3089995D+00     0.5100559D+00
     0.5100559D+00     0.5808164D+00
     0.5808164D+00     0.1143135D+00
     0.1143135D+00     0.7907195D+00
     0.7907195D+00     0.8565650D+00
     0.8565650D+00     0.3593869D+00
     0.3593869D+00     0.8442870D+00
     0.8442870D+00     0.1547681D+00
     0.1547681D+00     0.9479154D+00
     0.9479154D+00     0.1137455D+00
     0.1137455D+00     0.2923535D+00
     0.2923535D+00     0.4119293D+00
     0.4119293D+00     0.9905910D+00
     0.9905910D+00     0.3264097D+00
     0.3264097D+00     0.5933201D+00
     0.5933201D+00     0.8490465D-01
     0.8490465D-01     0.9268993D+00
     0.9268993D+00     0.9263662D+00
     0.9263662D+00     0.6334145D+00
     0.6334145D+00     0.4311595D+00
     0.4311595D+00     0.3263651D+00
     0.3263651D+00     0.3136828D-01
     0.3136828D-01     0.7303281D+00
     0.7303281D+00     0.5400438D-01
     0.5400438D-01     0.9863062D+00
     0.9863062D+00     0.9536714D+00
     0.9536714D+00     0.4438265D+00
     0.4438265D+00     0.5621161D+00
     0.5621161D+00     0.8895226D+00
     0.8895226D+00     0.5810583D-02
     0.5810583D-02     0.6905216D+00
     0.6905216D+00     0.7204103D+00
     0.7204103D+00     0.2078871D+00
     0.2078871D+00     0.2794478D+00
     0.2794478D+00     0.2834010D+00
     0.2834010D+00     0.1163135D+00
     0.1163135D+00     0.8815655D+00
     0.8815655D+00     0.4813945D+00
     0.4813945D+00     0.6131773D+00
     0.6131773D+00     0.4992078D+00
     0.4992078D+00     0.5724495D+00
     0.5724495D+00     0.9143992D+00
     0.9143992D+00     0.7831166D+00
     0.7831166D+00     0.2044282D+00
     0.2044282D+00     0.4275996D+00
     0.4275996D+00     0.8282834D+00
     0.8282834D+00     0.4874670D+00
     0.4874670D+00     0.1565823D-01
     0.1565823D-01     0.8586658D+00
     0.8586658D+00     0.5721606D+00
     0.5721606D+00     0.1524737D+00
     0.1524737D+00     0.6253060D+00
     0.6253060D+00     0.1969273D+00
     0.1969273D+00     0.7249724D+00
     0.7249724D+00     0.6279951D+00
     0.6279951D+00     0.5406685D+00
     0.5406685D+00     0.4808600D+00
     0.4808600D+00     0.4599713D+00
     0.4599713D+00     0.2141394D-01
     0.2141394D-01     0.7651248D+00
     0.7651248D+00     0.3920548D+00
     0.3920548D+00     0.2098968D+00
     0.2098968D+00     0.5188963D+00
     0.5188963D+00     0.2895223D-01
     0.2895223D-01     0.6097686D+00
     0.6097686D+00     0.7240821D+00
     0.7240821D+00     0.5148017D+00
     0.5148017D+00     0.3713667D+00
     0.3713667D+00     0.7307536D+00
     0.7307536D+00     0.5750406D+00
     0.5750406D+00     0.7298087D+00
     0.7298087D+00     0.6777241D+00
     0.6777241D+00     0.7914696D+00
     0.7914696D+00     0.8382318D-01
     0.8382318D-01     0.4957525D+00
     0.4957525D+00     0.4863435D+00
     0.4863435D+00     0.8127532D+00
     0.8127532D+00     0.4060732D+00
     0.4060732D+00     0.4909779D+00
     0.4909779D+00     0.4178772D+00
     0.4178772D+00     0.3442434D+00
     0.3442434D+00     0.9776579D+00
     0.9776579D+00     0.4088174D+00
     0.4088174D+00     0.7351826D+00
     0.7351826D+00     0.7665508D+00
     0.7665508D+00     0.4968790D+00
     0.4968790D+00     0.5508834D+00
     0.5508834D+00     0.5371895D+00
     0.5371895D+00     0.4908609D+00
     0.4908609D+00     0.9346874D+00
     0.9346874D+00     0.4968035D+00
     0.4968035D+00     0.3863261D+00
     0.3863261D+00     0.3921367D+00
     0.3921367D+00     0.8265829D-01
     0.8265829D-01     0.8030686D+00
     0.8030686D+00     0.1095568D-01
     0.1095568D-01     0.2904035D+00
     0.2904035D+00     0.5738045D+00
     0.5738045D+00     0.6901180D+00
